timestamp,open,high,low,close,volume,EMA_SHORT,EMA_LONG,RSI,MACD,MACD_signal,VWAP,signal,trade_id,position,returns,strategy_returns,equity_curve
2025-03-05 16:00:00,79545.25,79545.25,79363.44,79545.25,0.234034,79545.25,79545.25,,0.0,0.0,79545.25,0,0,0,0.0,0.0,5000.0
2025-03-05 17:00:00,79545.25,97954.51,79545.25,97954.51,56.579803,85681.67,83227.102,,1468.5449572649668,293.70899145299336,97878.67648861719,1,0,1,0.2314312922518944,0.4628625845037888,7314.312922518944
2025-03-05 18:00:00,97954.51,98409.05,97235.12,97626.74,1.051265,89663.36,86107.02960000001,,2576.231918572099,750.2135768768145,97874.09942915385,0,0,1,-0.0033461450626417477,-0.006692290125283495,7265.363418374336
2025-03-05 19:00:00,97626.74,98636.32,97499.97,98583.31,0.937416,92636.67666666667,88602.28568000002,,3491.0266384728748,1298.3761891960266,97885.4054983341,0,0,1,0.009798237654970343,0.019596475309940686,7407.738933220256
2025-03-05 20:00:00,98583.31,99318.13,97499.97,99318.13,1.772534,94863.82777777778,90745.45454400002,,4226.580488668944,1884.0170490906103,97927.32957116587,0,0,1,0.007453797199546308,0.014907594399092616,7518.17050065107
2025-03-05 21:00:00,99318.13,99318.13,98863.59,99318.13,0.03612,96348.5951851852,92459.98963520002,,4754.70295832491,2458.1542309374704,97928.15839050448,0,0,1,0.0,0.0,7518.17050065107
2025-03-05 22:00:00,99318.13,99422.62,97499.97,97954.51,1.050032,96883.9001234568,93558.89370816002,,5005.510671493263,2967.625519048629,97928.60713349727,0,0,1,-0.013729819520363562,-0.027459639040727124,7311.72425245655
2025-03-05 23:00:00,97954.51,98181.78,97499.97,97624.76,0.651686,97130.85341563787,94372.06696652801,,5118.664741109562,3397.8333634608157,97925.42941339729,0,0,1,-0.0033663585270345964,-0.006732717054069193,7262.496481887384
2025-03-06 00:00:00,97624.76,97954.51,96914.97,97272.7,155.880981,97178.13561042525,94952.19357322242,,5120.901294329073,3742.4469496344673,97459.1097096329,0,0,1,-0.0036062572650626956,-0.007212514530125391,7210.115620486787
2025-03-06 01:00:00,97272.7,100454.48,91000.0,91163.49,1.413405,95173.2537402835,94194.45285857795,,4576.951342642598,3909.347828236094,97418.59074078192,-1,0,-1,-0.06280498022569536,0.12560996045139072,8115.777958426087
2025-03-06 02:00:00,91163.49,100681.75,91000.0,100681.75,0.913583,97009.419160189,95491.91228686237,,4857.912134425074,4099.06068947389,97432.10949288108,1,1,1,0.1044086837833873,0.2088173675667746,9810.493347461075
2025-03-06 03:00:00,100681.75,100909.02,82272.4,88200.0,6.388408,94072.94610679267,94033.5298294899,,4026.9821321529307,4084.6449780096987,97172.1884992568,-1,1,-1,-0.12397231871714587,0.24794463743429174,12242.95256354884
2025-03-06 04:00:00,88200.0,97727.24,82817.83,83181.45,151.420028,90442.44740452846,91863.11386359192,,2929.736892399509,3853.663360887661,91572.62736747041,-1,2,-1,-0.05689965986394563,0.11379931972789126,13636.192236741543
2025-03-06 05:00:00,83181.45,89000.0,83054.33,89000.0,0.27914,89961.63160301898,91290.49109087353,57.69677941301693,2500.8423382633773,3583.0991563628045,91570.73062366608,1,2,1,0.06995009103592209,0.13990018207184418,15543.898013428352
2025-03-06 06:00:00,89000.0,89800.0,88600.0,89651.87,0.084787,89858.37773534599,90962.76687269883,58.141040636009386,2188.315239287622,3304.1423729477683,91570.30100299623,-1,3,-1,0.007324382022471765,-0.01464876404494353,15316.199119090974
2025-03-06 07:00:00,89651.87,90800.0,89536.17,90800.0,0.100144,90172.251823564,90930.21349815906,42.01699987793152,2010.1084781038953,3045.335593978994,91570.09735364393,0,0,-1,0.012806537108484228,-0.025613074216968457,14923.90417433183
