timestamp,open,high,low,close,volume
2025-04-16 09:32:00,83738.5,83768.8,83738.5,83768.8,3.04425
2025-04-16 09:33:00,83768.8,83821.9,83755.1,83755.1,5.009936
2025-04-16 09:34:00,83755.1,83784.4,83755.1,83765.5,1.84669
2025-04-16 09:35:00,83765.5,83812.2,83765.2,83812.2,6.773149
2025-04-16 09:36:00,83812.2,83812.2,83753.1,83774.6,3.954762
2025-04-16 09:37:00,83774.6,83778.3,83717.6,83758.7,4.970138
2025-04-16 09:38:00,83758.7,83791.4,83756.5,83782.5,1.700203
2025-04-16 09:39:00,83782.5,83782.5,83747.1,83747.1,1.13268
2025-04-16 09:40:00,83747.1,83772.6,83747.1,83772.5,1.366631
2025-04-16 09:41:00,83772.5,83797.7,83760.0,83760.0,2.541885
2025-04-16 09:42:00,83760.0,83760.0,83744.3,83753.9,1.655616
2025-04-16 09:43:00,83753.9,83753.9,83715.5,83736.7,2.121986
2025-04-16 09:44:00,83736.7,83750.8,83721.7,83727.4,2.622315
2025-04-16 09:45:00,83727.4,83763.6,83720.3,83763.6,0.986321
2025-04-16 09:46:00,83763.6,83763.6,83690.1,83690.1,2.403705
2025-04-16 09:47:00,83690.1,83690.1,83633.9,83645.4,7.799287
2025-04-16 09:48:00,83645.4,83675.4,83640.6,83640.7,4.340708
2025-04-16 09:49:00,83640.7,83640.7,83606.5,83634.8,2.781623
2025-04-16 09:50:00,83634.8,83699.1,83634.8,83698.1,4.984179
2025-04-16 09:51:00,83698.1,83715.1,83697.0,83715.1,6.356824
2025-04-16 09:52:00,83715.1,83715.1,83674.9,83693.6,2.055491
2025-04-16 09:53:00,83693.6,83697.5,83661.7,83666.2,2.261118
2025-04-16 09:54:00,83666.2,83683.6,83662.0,83666.6,2.184575
2025-04-16 09:55:00,83666.6,83666.7,83628.8,83645.6,3.286668
2025-04-16 09:56:00,83645.6,83675.7,83606.1,83625.8,4.020916
2025-04-16 09:57:00,83625.8,83641.5,83625.8,83641.4,0.797746
2025-04-16 09:58:00,83641.4,83646.3,83599.9,83612.3,3.76854
2025-04-16 09:59:00,83612.3,83612.4,83594.5,83594.6,2.536783
2025-04-16 10:00:00,83594.6,83659.3,83571.2,83628.4,8.17035
2025-04-16 10:01:00,83628.4,83635.7,83614.5,83635.6,1.990843
2025-04-16 10:02:00,83635.6,83682.3,83622.9,83682.3,3.209227
2025-04-16 10:03:00,83682.3,83727.5,83664.7,83724.6,6.353698
2025-04-16 10:04:00,83724.6,83724.9,83696.8,83701.0,2.022387
2025-04-16 10:05:00,83701.0,83715.2,83687.1,83687.2,3.41026
2025-04-16 10:06:00,83687.2,83702.8,83652.3,83702.3,2.648779
2025-04-16 10:07:00,83702.3,83719.5,83642.9,83642.9,2.013642
2025-04-16 10:08:00,83642.9,83679.6,83630.5,83673.9,1.930684
2025-04-16 10:09:00,83673.9,83686.3,83655.5,83655.5,2.472439
2025-04-16 10:10:00,83655.5,83700.0,83655.3,83691.7,2.875367
2025-04-16 10:11:00,83691.7,83729.6,83691.6,83729.6,1.70745
2025-04-16 10:12:00,83729.6,83745.9,83704.0,83745.9,9.164747
2025-04-16 10:13:00,83745.9,83767.0,83745.8,83762.5,2.296668
2025-04-16 10:14:00,83762.5,83769.5,83758.5,83758.5,1.803629
2025-04-16 10:15:00,83758.5,83770.7,83731.2,83770.7,5.360171
2025-04-16 10:16:00,83770.7,83826.4,83770.6,83806.8,7.688845
2025-04-16 10:17:00,83806.8,83827.9,83806.5,83806.5,2.031395
2025-04-16 10:18:00,83806.5,83847.8,83775.2,83847.8,7.29798
2025-04-16 10:19:00,83847.8,83919.3,83833.3,83919.3,12.930395
2025-04-16 10:20:00,83919.3,83929.2,83839.8,83858.8,7.028805
2025-04-16 10:21:00,83858.8,83858.8,83810.6,83819.5,4.099511
2025-04-16 10:22:00,83819.5,83901.9,83815.4,83888.1,2.775329
2025-04-16 10:23:00,83888.1,83939.6,83867.4,83867.4,5.897571
2025-04-16 10:24:00,83867.4,83867.4,83831.4,83845.7,2.113989
2025-04-16 10:25:00,83845.7,83885.1,83817.1,83877.6,4.930366
2025-04-16 10:26:00,83877.6,83888.9,83845.7,83868.0,4.327782
2025-04-16 10:27:00,83868.0,83885.9,83855.1,83855.1,3.57801
2025-04-16 10:28:00,83855.1,83901.9,83851.7,83900.5,3.460882
2025-04-16 10:29:00,83900.5,83901.9,83893.1,83901.9,1.349263
2025-04-16 10:30:00,83901.9,83933.8,83871.4,83882.8,10.581873
2025-04-16 10:31:00,83882.8,83927.1,83882.2,83927.1,2.522845
2025-04-16 10:32:00,83927.1,83961.6,83917.6,83924.4,4.504175
2025-04-16 10:33:00,83924.4,83934.5,83921.8,83927.4,1.045185
2025-04-16 10:34:00,83927.4,83927.5,83904.2,83904.2,1.579865
2025-04-16 10:35:00,83904.2,83958.5,83901.0,83937.6,3.809299
2025-04-16 10:36:00,83937.6,83937.6,83903.2,83903.2,1.862478
2025-04-16 10:37:00,83903.2,83917.8,83868.5,83868.5,2.446217
2025-04-16 10:38:00,83868.5,83881.8,83864.3,83881.7,1.10187
2025-04-16 10:39:00,83881.7,83883.4,83862.8,83866.9,1.128115
2025-04-16 10:40:00,83866.9,83891.0,83862.8,83891.0,2.013768
2025-04-16 10:41:00,83891.0,83900.0,83847.4,83848.1,5.029518
2025-04-16 10:42:00,83848.1,83868.5,83847.8,83866.0,1.708116
2025-04-16 10:43:00,83866.0,83871.0,83863.4,83866.0,1.224545
2025-04-16 10:44:00,83866.0,83883.6,83866.0,83883.5,1.28597
2025-04-16 10:45:00,83883.5,83911.5,83879.3,83893.4,3.031534
2025-04-16 10:46:00,83893.4,83944.4,83893.4,83937.1,2.678328
2025-04-16 10:47:00,83937.1,83961.9,83921.2,83953.7,1.991896
2025-04-16 10:48:00,83953.7,83953.7,83927.4,83941.2,2.704375
2025-04-16 10:49:00,83941.2,83948.1,83927.4,83930.2,1.797405
2025-04-16 10:50:00,83930.2,83983.7,83930.2,83983.7,2.818763
2025-04-16 10:51:00,83983.7,83986.8,83952.3,83954.6,4.284729
2025-04-16 10:52:00,83954.6,83974.7,83954.2,83972.7,2.85303
2025-04-16 10:53:00,83972.7,83972.7,83925.5,83925.5,2.291418
2025-04-16 10:54:00,83925.5,83948.1,83910.3,83922.4,4.163582
2025-04-16 10:55:00,83922.4,83943.1,83922.3,83938.9,0.898312
2025-04-16 10:56:00,83938.9,83945.3,83931.3,83937.1,0.997811
2025-04-16 10:57:00,83937.1,83965.5,83937.1,83965.4,0.832498
2025-04-16 10:58:00,83965.4,83965.4,83922.7,83941.0,1.849695
2025-04-16 10:59:00,83941.0,83941.0,83933.1,83934.8,0.723383
2025-04-16 11:00:00,83934.8,83979.0,83934.8,83979.0,3.917383
2025-04-16 11:01:00,83979.0,83979.0,83889.9,83893.6,3.591013
2025-04-16 11:02:00,83893.6,83979.0,83893.5,83979.0,4.15722
2025-04-16 11:03:00,83979.0,84032.9,83978.9,84017.5,11.901327
2025-04-16 11:04:00,84017.5,84017.5,83962.1,83962.1,3.657433
2025-04-16 11:05:00,83962.1,83962.1,83913.6,83913.6,0.974069
2025-04-16 11:06:00,83913.6,83954.0,83905.3,83905.4,6.936382
2025-04-16 11:07:00,83905.4,83961.3,83905.4,83955.1,4.668333
2025-04-16 11:08:00,83955.1,84016.8,83933.6,84016.8,3.483616
2025-04-16 11:09:00,84016.8,84028.6,83992.0,84015.3,4.231767
2025-04-16 11:10:00,84015.3,84015.4,83985.9,83998.3,1.509957
2025-04-16 11:11:00,83998.3,84009.3,83998.3,84009.2,0.705631
